20200207,1.0,0.9975268355248036,0.1925
20200508,1.0,0.994823041605137,0.205
20200807,1.0,0.9929448780701955,0.205
20200831,0.25,0.9929448780701955,1.0
20201106,0.25,0.9911929640904634,0.205
20210205,0.25,0.9896774758804809,0.205
20210507,0.25,0.9879747901225059,0.22
20210806,0.25,0.9864625816063902,0.22
20211105,0.25,0.9850061147115814,0.22
20220204,0.25,0.9837315101732507,0.22
20220506,0.25,0.9822749809305923,0.23
20220805,0.25,0.9808935085370707,0.23
20221104,0.25,0.9792478415778187,0.23
20230210,0.25,0.9777446379117601,0.23
20230512,0.25,0.9763760456499577,0.24
20230811,0.25,0.9750512842516076,0.24
20231110,0.25,0.9737910894377924,0.24
20240209,0.25,0.9725504342408874,0.24
20240510,0.25,0.9712206388756816,0.25
20240812,0.25,0.9701044472649545,0.25
